,PC_0
30172,-11.489006341749269
30173,-11.521709248455773
30174,-25.355403154540102
30175,-11.411247566447937
30176,-25.749742004986388
30177,24.68285967313018
30178,-11.575551763160941
30179,-11.535123575316137
30180,-11.26698651516521
30181,-11.540297894173097
30182,154.71331450843974
30183,-11.548732087832903
30184,-11.436202010573473
30185,-11.507956928514734
30186,13.214647920453478
30187,-29.546288299331835
30188,-11.547052012196938
30189,-11.518354338453863
30190,-11.530278169542088
30191,-34.79887666024979
30192,-11.266856387053316
30194,-11.389806257527288
30195,-11.511973036829938
30196,-11.526173804861665
30199,-11.53042745482108
30200,-21.954824096460918
30202,-11.534261523992456
30204,-11.530057621966721
30205,-11.523146000145596
30206,-11.555847099332036
30208,-11.548273067452698
30209,-11.539711491196517
30210,-11.533917237764667
30211,-11.5504462936211
30212,-11.511794730760053
30213,-11.531474923972894
30214,-11.504415478015877
30215,-11.526502897188303
30216,-31.917324238542072
30217,-11.554336714377982
30218,-11.530278603151205
30220,-31.624336486243433
30221,-14.232746059740123
30222,-11.537145732049753
30223,-11.430083201984816
30225,-11.505927448576424
30226,-20.405037487706256
30227,-11.534325730902845
30228,-11.525485383790981
30229,118.65433668355647
30231,-24.741580368424454
30232,-11.504801481890288
30234,-11.561321705338576
30235,86.344118362002
30236,-11.503656664000827
30237,-11.465018043881244
30238,-11.443335096426138
30239,-11.516413101688025
30242,-11.538309924824915
30243,-11.52891105803978
30244,-11.51520171859583
30245,-11.559329312885469
30246,-11.548267333851191
30248,-11.54176114769755
30249,24.893678280216772
30250,-11.502735189621218
30251,-11.523937712960926
30252,-11.395047633587257
30253,-11.56191087612489
30254,-11.560042826555629
30255,-11.514932763670574
30256,-11.47415478758003
30257,-11.541612804905846
30258,-11.564022126391512
30259,-11.440453289162459
30260,-11.497504144176279
30261,0.846364062446019
30262,-11.507563321317484
30263,-11.53934390172755
30264,-11.560340698100962
30265,-11.33451240700429
30266,-16.79100161740162
30267,30.037529759498543
30268,-18.184587196986843
30270,-11.503169892501079
30271,968.0673634932369
30272,-11.549690358120872
30273,-11.539671170219052
30274,-11.587229584819516
30275,-11.437753921636215
30277,-13.088830534410041
30278,-4.630246838774849
30279,-11.005480969280901
30280,-11.530615451769012
30281,-11.314705269501205
30282,1.8423380732538204
30283,49.53549802726217
30284,-11.521787288849282
30285,-11.543147889345121
30286,-11.527543310895606
30287,-11.57352096526118
30288,-11.548481421406683
30289,-11.372956919973454
30290,-11.522279686751906
30291,-11.522697084303543
30292,-11.517528709355258
30293,-11.52005363904112
30294,-11.502432816881356
30295,-11.531716861597575
30296,-34.71902419152846
30297,-11.551339050229457
30298,-11.477369143822356
30299,-11.46441959746673
30300,-11.53284529982528
30301,-11.535756451261983
30302,-11.555199751815142
30303,-11.506654353318101
30305,-11.427140744655215
30306,-11.522542955631748
30307,-11.537528291167071
30308,-11.512751208636768
30309,-11.526642111789378
30310,-11.500106120257755
30311,36.9097678265636
30312,-11.530479578358502
30313,-11.529169024552832
30314,-11.418897734477218
30315,-21.41169829096003
30316,-10.95379886257535
30317,-11.558263226877147
30319,724.7070870111904
30320,-11.384210140424374
30321,-17.98452509429304
30322,-11.456300242664915
30323,-11.465821341466421
30324,-11.5347983845006
30325,-11.550862160055878
30326,-11.522500332380316
30327,-12.097488477697093
30328,-11.546297219094333
30329,-11.327831635492318
30330,-11.28148245498141
30331,16.42441943121497
30334,-11.563087153032482
30335,-11.501145976953376
30336,-11.907359774321469
30337,-11.461095670855329
30338,-2.302366497631178
30340,-11.538716163265123
30341,-11.504035630668357
30342,-11.499949333825082
30343,-11.489806076246467
30344,-11.512189212024788
30345,-11.534955106901513
30346,-11.537013192883622
30347,-11.539030641718044
30349,-1.311573393661435
30350,-11.52389925995424
30351,51.45540424202068
30352,-11.579748074209613
30354,-27.83147128429227
30355,-11.52571815894799
30356,-11.557275944484886
30357,-11.513148940574427
30358,-11.550399839322612
30359,-11.494356530706472
30360,-11.555099641452406
30361,-11.533428020750117
30362,-22.45110572259757
30363,-11.528211300371574
30364,-11.519400861710517
30365,-11.498945188948113
30366,-11.550222560609395
30367,-26.049744000592074
30368,-20.848621764379065
30369,-11.50312347744445
30370,-11.570326989331228
30371,-11.542929739274655
30375,-11.457418138179753
30376,-10.954823364606415
30377,-11.535083766395754
30378,-11.569607304880018
30380,-11.539839506985313
30382,-11.53449350620959
30383,-15.605157636993859
30384,-25.901401777520245
30385,-1.1097436994295113
30388,-11.540531478807676
30389,-11.542087917335982
30390,-11.517522744909023
30391,-9.470840885191496
30392,-11.539268837239584
30393,-11.529230889027291
30394,-11.48643668260891
30396,-11.551849822955855
30397,-11.497453136122669
30398,227.6457253057494
30399,16.64290215514233
30400,-11.518820760424411
30401,-11.542388055999986
30402,-11.536899627076291
30403,-11.534037711287183
30404,-0.9147087724215959
30405,-11.5118395880313
30406,-14.213078664578381
30407,-11.518784403837973
30408,-11.540143100097545
30409,-11.480583935787195
30410,-11.412964464012536
30411,-11.517389114907967
30412,-11.496074064701347
30413,-11.052060001641799
30414,-11.553058699928526
30415,-11.530327027810495
30416,-11.539236653842707
30417,-11.544379736867132
30418,-11.54184705787655
30419,-29.766170478740293
30420,-11.535549152500412
30421,-11.419034990636943
30422,-11.531426709704894
30423,-23.687373346879294
30424,-11.518922166939022
30425,-11.551478231617946
30426,-23.333869795372767
30428,-11.58666138693135
30429,-11.527249035386676
30430,-11.53490754616122
30431,-11.515913293934291
30432,-11.518396483656115
30433,-11.461724260209198
30434,-11.535164392462756
30435,-23.07397545025194
30436,-11.514889284308284
30437,-11.531479393300486
30438,-11.445768407932475
30439,-9.440581381709283
30440,-11.50162452161315
30442,-11.51339450262699
30443,-11.558100469437324
30444,-11.550970832009364
30445,-11.539397586670352
30446,-11.541093992886903
30447,-11.554172159869399
30448,-11.531524216820523
30449,-11.446829304319012
30450,-11.509219747889308
30451,-11.507966093938713
30452,-11.529252015987375
30453,-11.545874327503611
30454,-11.530164425271781
30455,-4.498387685708295
30456,-11.529505229341737
30457,31.82447600356132
30458,-11.354246988404602
30459,-11.522481984050767
30460,-23.767967836296197
30461,-11.557693600370945
30462,-11.53831222635837
30463,-24.42406233211886
30464,-11.543113865757299
30465,-11.546601433032896
30466,-25.93863298417145
30468,-11.545710941560545
30469,-20.549201547496214
30470,-11.538256334232782
30471,-11.166335265992599
30472,116.26362967388641
30473,-11.545971890289085
30474,-11.532780886487025
30476,-11.501451110254498
30477,-11.538953718853495
30478,-11.536945061830043
30479,-11.555012615581472
30480,-39.67031635595364
30481,-11.538099197350595
30482,29.44468585075546
30483,-11.530313142659388
30484,-11.53767921793435
30485,-11.39746863798484
30486,-11.53642864698105
30487,-11.565482368663721
30488,-11.514505258572063
30489,-11.508624332071673
30490,-27.68181741308337
30491,-30.6669214785241
30492,-3.474465543701863
30493,-11.528715675045422
30494,59.88671253770715
30495,-11.48868583128789
30497,48.078742491135614
30498,-11.540382364496566
30499,-11.615590207740562
30500,-11.172212119194464
30502,-11.516631075634606
30503,1.1856783262342037
30504,-26.69540294430979
30506,592.6178956220282
30507,32.19744394916084
30508,-41.051430168161296
30510,-11.543225443660809
30511,-18.96145918548558
30512,-11.482100889898337
30513,-11.52279818105998
30514,-11.517044122649285
30515,-11.497134159541789
30516,-25.430929099123706
30517,35.01623393601127
30519,-11.512338720559042
30520,-11.553438786833373
30521,-6.946211856747445
30522,-11.576080735827441
30523,-11.545733485206298
30524,-11.10967941527353
30526,-11.51659411578244
30528,-9.0035943452244
30529,-11.543357004289016
30530,-11.565647677984515
30531,-11.537967351936295
30532,-11.548128689499789
30533,674.2453431946315
30534,-11.499634465761755
30535,-11.535512451413995
30536,-11.52627210562984
30537,-11.496498490533067
30538,-17.976338065873737
30539,-32.84279377143078
30540,-11.548784449299683
30541,-11.479253965853333
30542,-11.539085863772003
30543,-11.542413480340613
30544,-11.550452189861637
30545,-11.547773950559556
30546,-11.51668288712518
30547,-11.516906759219095
30548,-11.542273808300466
30549,-11.533298249384645
30551,-11.306135739154941
30552,-11.560900569796072
30553,-11.53423917380695
30554,-11.541126619860153
30555,-20.343266024653662
30556,-11.524915305363999
30557,-11.519181024798218
30558,-32.34849001623091
30560,-11.521676666873478
30561,83.72611390459517
30562,-11.508759877557203
30563,-11.538125331738868
30564,-11.222320469256621
30565,-11.533770821925708
30567,-6.961509423754795
30568,-11.53351031302272
30569,-11.555506657938004
30571,-31.170664003840603
30572,-11.535931634551504
30573,50.890427332750974
30574,-11.537278285109982
30575,-9.059911448194875
30576,-11.444770901743887
30577,-11.544507236332574
30578,-11.535545202466304
30579,-11.50168510576395
30580,-32.1643970317675
30582,-11.543644650894365
30583,-11.533990207622372
30584,-11.235096811428827
30585,-11.523299773816754
30586,-11.447053429029268
30587,166.6120775805344
30588,-11.502057025781376
30589,-36.54758637553045
30590,3.407167387800676
30591,-11.55672641811393
30592,-34.47393155166724
30594,-11.505935582142307
30595,-11.455859714921544
30596,26.48968964484301
30597,-11.50569986353754
30598,-11.5179423837005
30599,-11.530179824871157
30600,-9.311943428030553
30602,-11.528730991345277
30603,-11.543769014463969
30604,-11.527958231102415
30605,-11.538754994410954
30606,-11.496926923350886
30607,-11.536072655449823
30609,-11.529026738703687
30610,-11.627626907680142
30612,-11.516407810585644
30613,-11.477722641885846
30616,7.099162133151126
30617,-7.171191298876813
30618,-11.5135480595945
30619,-11.56992961353786
30621,-24.92875809128313
30622,-11.397779569696631
30623,-11.549258712060416
30624,-11.498421069004696
30625,-11.563424684373299
30626,-11.46618747526375
30627,34.8948108255435
30628,-14.713668505624055
30630,-11.358062183710423
30631,-11.55641757183815
30633,-31.03895775258168
30634,-11.535298305196024
30635,-11.455001249415321
30636,-11.53085798457136
30637,-11.543299531491536
30638,-11.530094405650495
30639,-11.518678243631584
30640,-22.42223488921598
30641,-11.498765622793561
30642,-11.537562158131443
30643,-8.159468691759304
30644,-11.505771281072374
30645,-11.536857668585245
30646,-32.12528829058396
30647,-11.53101827392047
30648,-9.70690791631065
30649,-11.278798535341977
30650,-11.475204701482438
30651,-11.531854951180176
30652,33.781211323033425
30653,-11.400989360627412
30655,-11.543177332284891
30656,-11.533472672800016
30657,-11.542024809191252
30659,-6.347865687556068
30660,-11.542919320322012
30661,-11.5273741202427
30662,-11.516734376110408
30663,20.444612703679667
30664,-30.11449794251848
30665,31.60016957938292
30666,-11.472347129988343
30667,-11.533711655170748
30668,213.01760738865912
30669,-8.884066442896403
30670,-11.464900426769736
30672,-11.539946689272682
30673,-11.542420411257629
30674,-11.24115676858259
30675,-11.553048647673329
30676,143.11910838824514
30677,-11.510972311216342
30678,-11.578404515978395
30680,-11.542132271620483
30681,-11.53460084319249
30682,-11.222884092990576
30683,-11.508082837265958
30684,-11.546253264861349
30685,-11.493326481457089
30686,-11.525071864841742
30687,-33.56899613433705
30689,-11.543580376012699
30690,-11.51653541034806
30691,-22.059386786763643
30692,-11.481934593000636
30693,-28.479824702686237
30694,-11.535742996303581
30695,-11.42054766737369
30696,-11.236177985589002
30697,-11.562610271131044
30698,-27.977244419721895
30699,-11.537941645801562
30700,-11.296171422830547
30701,-11.552706604235642
30702,-11.550266381490747
30703,-36.15221416602978
30704,-11.570055872470723
30705,-11.558316310499475
30706,41.86114905763162
30707,274.8198750600964
30708,-11.543979568733363
30709,-2.630778962040863
30710,-11.531977677468067
30712,-18.60237219381634
30714,-11.521201983689034
30715,-11.55977830425654
30716,70.98584255769785
30717,-11.545928452880167
30718,-11.554235637037358
30719,-11.43641864687716
30720,-11.525659698511904
30721,-11.518290818878153
30722,-11.494761516031778
30723,-11.508923933646656
30724,-11.499391010998396
30725,-11.509925103550323
30727,-11.497162028884896
30728,11.854184311925582
30729,-11.532626805103712
30730,-11.55764695802617
30731,-2.0646495947012666
30732,-11.54696679709151
30733,18.563269697520052
30734,-11.532861171293126
30735,-28.19070342223316
30736,-11.422661679304179
30737,-11.529916042913054
30738,-11.532106091166368
30739,-11.461550184054973
30740,-11.549574106389707
30741,348.81702610323606
30742,-11.519773820976981
30744,-11.235374233546725
30745,-11.537814743525002
30746,-11.417884058878796
30748,-11.552871293382033
30749,41.187998198764475
30750,-11.559928144283534
30751,-11.549155033247805
30752,-11.49284521391612
30753,-11.543144109879753
30754,-11.54659252539754
30755,-11.447714105426991
30756,-11.506834585331754
30757,-11.557985354790413
30758,-11.514260110263637
30759,-11.503108416173271
30760,-11.539174880706089
30761,-11.516128783714539
30762,-11.507153313258057
30763,-11.53668302381255
30764,-11.520766734809849
30765,-11.552409752631526
30766,724.1916405423137
30767,-11.479467841173385
30768,33.76245606185061
30770,-11.362486202373386
30771,-11.535639341225615
30772,433.17364941966866
30773,-11.561817601245023
30774,-11.503717133301597
30775,-11.502612062434284
30776,-11.537980387483147
30777,-11.485518883047098
30778,-11.526769230887476
30779,-9.45735480991806
30780,-11.488351064833148
30781,-11.28663272336671
30782,-11.532727646618019
30783,-11.516462187571662
30785,-10.988653297617416
30786,-20.737474341930756
30788,-11.540721911526951
30789,-11.574017402163868
30790,-11.540645574601728
30792,-11.4930209414657
30793,-11.551255385310897
30794,-11.535708392733666
30796,-11.455662476852918
30798,-11.542564920515524
30799,-11.541055525848336
30800,-11.46610180146217
30801,-11.560805298593515
30802,-3.5157973805206235
30803,-11.537009936722997
30804,-15.1371575974209
30805,-11.585797139723491
30806,-11.373543610863548
30807,39.34596578232778
30808,-11.457055440114614
30809,-11.530951774997186
30810,-24.494761184390274
30811,132.3332482037989
30812,-11.422402100625145
30814,-11.522439707961107
30815,-11.514471292581238
30816,-11.127801095129524
30817,13.297554396846593
30818,-11.532637173323982
30819,-11.510740311331558
30820,-2.0701462090102383
30821,-11.539085243426477
30822,35.80548097005735
30823,-11.53500672212344
30824,-11.52610136557549
30825,-11.526886417546205
30826,-11.53004525149336
30827,-16.274132017647958
30828,-11.559261640499734
30829,-11.500077380540354
30830,-11.557985379275795
30831,-11.533375395331298
30832,8.669488727883381
30833,11.693824811731123
30834,-11.18148537151681
30835,-11.394064547054851
30836,-16.434395312981202
30837,-11.553605669997975
30838,-11.539373672022256
30840,-11.563337118427494
30841,-11.507584283314035
30843,-0.03265914718059747
30844,-11.405538789167307
30845,-11.541931665678478
30846,-11.548824317318678
30847,-11.50387371830656
30848,-11.554210053459364
30849,-11.536701824172058
30850,-11.538903807431701
30851,-6.817026324250756
30852,-11.487793114058674
30853,-6.093854294496738
30854,-22.435716658029055
30855,-11.518919513137924
30856,-11.50182736413266
30857,-11.510813382565022
30858,-11.525509074752888
30859,-25.226039261836082
30860,-11.543692374239427
30862,-11.527110780277185
30863,37.438816536872494
30864,-11.535612522664726
30867,-11.397052499335391
30868,-11.527913524727747
30869,-11.535123061254309
30870,-11.482777276976101
30872,-11.514017548784576
30873,-11.536696390212903
30874,-11.565496138817656
30875,-11.539473020176562
30876,-0.1847613546960026
30879,-11.541231951507232
30880,-11.555865915144981
30881,-11.539604267220266
30882,-9.433298911632523
30883,-11.54194967443336
30884,-11.516004619216538
30885,-11.547462147127874
30886,1.21496881726286
30887,-11.476246629633042
30888,-11.509107960436964
30889,-11.547266910051494
30890,-11.547511364776014
30891,-31.335084346953042
30893,-41.26897117491324
30894,-11.285173193944669
30895,-11.446868044699869
30896,-10.948865276687846
30897,-11.545920375801407
30898,-11.556779667523594
30899,-11.541033920799867
30900,-11.45374572204994
30902,-11.531525270727771
30903,-11.496861520649766
30905,-4.03942627495642
30906,-11.542483891513616
30907,-11.548050736394426
30908,-11.582708330183378
30909,-11.531196374040986
30910,-9.421885543789452
30911,-11.451739176022613
30912,14.194540045587383
30913,-11.48445923724584
30914,-3.9940892221243494
30915,-11.514757825787761
30916,-11.522510076395122
30917,-11.529749840406405
30918,-34.147483660529566
30919,-11.404110912571658
30920,-11.441982216432809
30921,-11.533861005501901
30922,-12.078784584586538
30923,-11.523594839164145
30924,-11.526121022453221
30925,-11.514453770763796
30926,-32.382838583734824
30928,207.42259861041825
30929,-11.542684680009332
30930,-11.521521500543187
30931,-11.453631159233614
30932,316.18215628422683
30933,12.247633086295009
30934,57.393394535521054
30935,-11.528652142815433
30936,286.95422312818926
30937,-11.471159091085392
30938,-11.540063610547696
30939,-11.552208548662941
30940,83.869609664256
30941,-11.535515148003332
30942,-11.531136590078336
30943,-11.515159291836115
30944,-11.606398317391227
30946,-11.52218425130445
30947,-11.542621439383531
30948,-36.78952669993771
30949,-11.552963830242456
30950,-11.534343765651041
30951,-11.413365817271412
30952,-11.510599365770094
30953,-11.54197401284373
30954,-11.511821981260988
30955,-11.344031476678257
30956,-11.520100051596296
30957,-17.9623713803352
30958,-11.541640287858788
30959,-11.519122429854086
30960,-11.390761736633648
30961,-11.535656744956729
30963,-11.192794411726382
30964,-28.3313735855309
30965,18.988896110314947
30966,-11.54088849191917
30967,-11.536854343208816
30968,-11.545178378046783
30969,-11.524468790352712
30970,-6.760906404986444
30971,-11.546593574643465
30972,-2.0701462090102383
30973,-38.5519465134493
30974,-11.560554498401945
30975,-11.535867257510763
30976,111.947323678559
30977,-20.151352969643714
30978,-11.517930348647099
30979,-11.431221017545676
30980,-35.19537190431184
30981,-18.428359817821825
30982,-11.537974483734512
30983,-11.521752438960357
30984,-11.544564167316247
30985,-11.527817378475344
30986,-11.568823678509453
30987,-11.538019069872291
30988,-11.544745973761222
30989,-11.54964253498897
30990,29.928507848518027
30991,-11.51847469194449
30992,-11.548468307404086
30993,-11.535030057487955
30994,52.856049118649636
30995,-11.529993544189484
30996,-11.553495082908793
30997,-11.483449156095537
31001,-11.532920571842192
31002,-16.11951327189081
31003,-11.550030365159945
31004,-11.55695284078277
31006,-1.1404410587144942
31007,-11.500896887200218
31008,-11.533632516939873
31009,-11.467204679526263
31010,-11.226737029627166
31011,-11.509716481029612
31012,-11.52762221578195
31013,-11.54387704704352
31014,-11.526785769102291
31015,-20.349177887575607
31016,93.96046964250219
31017,-5.052471974673053
31018,-10.567923810342668
31019,-25.221658434000858
31020,-11.549698020527181
31021,-11.548206219782085
31022,-23.567756141417224
31023,16.595571960363557
31024,-11.540546449698574
31025,-11.553924539969717
31026,-11.516573069523073
31027,-11.580009497561754
31028,-11.533191141828375
31029,-11.495622325432063
31030,-11.447300068892151
31031,-11.009155910322864
31033,96.20562182895587
31034,54.28762422748106
31035,-11.485849536003592
31036,-5.661819798548673
31037,34.6766552982807
31038,-11.54403981439411
31039,44.84061323185005
31040,-11.538657729485925
31041,-26.81387348552046
31042,-11.408669312760802
31043,-34.49732649946486
31044,58.92342117284438
31045,-11.468177110424316
31046,-7.845138090502054
31047,-11.429241731770118
31048,-11.52490818579256
31049,-11.565257418850232
31050,-19.023521936528972
31051,10.758713445444345
31052,-11.51840901217096
31053,-11.522226061304277
31054,-11.304912288388746
31055,-11.534115000520021
31056,-11.508927989180945
31057,43.06767327008332
31058,-11.52884809152573
31059,-11.546600433567356
31060,0.2704371320691974
31061,-9.142172604024893
31062,-11.480827793951963
31063,-11.561209952580892
31064,-11.542970018078417
31066,-11.524438442900284
31067,-21.54186752977943
31068,-11.51607702080485
31069,-11.04427890399139
31070,-11.520760558147241
31071,-11.53144317486292
31072,-11.527603241507824
31073,6.898900716423531
31074,-11.537252362987958
31075,-11.573508120176704
31076,-23.405414855148994
31077,142.75540463152504
31078,-11.56375374716951
31079,-11.534100557037622
31080,-11.555670332730081
31081,-11.260526717306416
31082,-10.912120494961421
31083,-11.424578800873753
31084,-11.500899096297005
31085,0.007675410658103319
31086,-11.542132073957585
31087,-11.494557847585968
31088,-3.4828833649272033
31090,-11.375330034384135
31091,-11.144697463844015
31092,-1.0620627928392374
31093,-11.544688782224844
31094,-11.540495814894532
31095,-11.53004936726868
31096,-11.55013154974815
31098,-11.54828879266438
31099,-10.002519943960703
31100,-11.228033975727236
31101,-11.530246961284108
31102,-11.484696247555165
31103,-11.523634944914717
31104,-11.531853789484794
31106,-11.49105236208884
31107,-11.526998867669398
31110,-11.52211871954698
31111,-11.509865521038176
31112,-27.14344200494288
31113,-11.550154913349495
31114,109.62401536233034
31115,125.67983334449202
31116,-11.415542734031899
31117,-11.558282779808362
31118,-11.512321555863224
31119,-11.541757861155448
31121,-11.535757688603818
31122,-11.556006053006879
31123,-11.52189013342344
31124,-2.5251344137125127
31125,-11.534000482506517
31126,-32.499427190923235
31127,-11.52206463461127
31128,-36.92335813715719
31130,67.28416505571798
31131,-11.569989241097538
31132,-11.524180448954748
31133,-11.519717946076417
31134,-11.571071670698004
31135,-11.538749971434214
31137,-24.718524498979292
31138,-11.464396811181782
31139,-11.53982119313396
31140,-11.461891982230494
31142,-11.542143846737284
31143,-11.54914375751998
31144,-11.519922627574262
31145,-11.567422516984726
31147,-11.557921763250121
31148,-11.53544637364395
31149,-11.542662879866224
31150,-11.50536734253814
31151,-27.75124515609118
31152,20.984844526210505
31153,-11.522796838196824
31154,7.72622397892356
31157,64.74481617519179
31158,-24.280029770576494
31159,-11.568209939602065
31160,2.931339359204631
31161,-11.525752551183151
31162,-11.537985753093896
31163,-11.55517917500594
31164,-11.528147960196916
31166,-11.517112907210322
31167,-11.554390152660732
31168,-11.558668518644977
31169,-4.7775001276429805
31170,-11.520937911432826
31171,15.585285216120017
31172,-11.529240738994696
31173,-11.545982144302192
31174,40.09868809078393
31175,-11.529450540391085
31176,683.151510332451
31177,-11.542230959779305
31178,-11.585897194058585
31179,3.415646107511027
31180,-11.502475522738974
31181,-11.527931828987812
31182,-11.540672386465763
31183,-11.548351855141082
31184,-23.769415962941736
31185,-11.52088709288913
31186,26.63712451011764
31187,-11.524099903069905
31188,18.537485354534834
31189,-11.511739317795632
31190,-24.466537645370803
31191,83.61198114924592
31192,-11.458173133168957
31193,-1.1174201556555396
31194,-11.548549244197622
31195,-19.802933913161866
31196,-11.546366785376645
31197,-11.550448214956559
31198,-11.528186916970567
31199,-11.560904461529631
31201,-10.615226501423127
31202,-11.505431356607728
31203,-11.51514416721713
31204,-11.534090112950045
31206,36.95241202845387
31207,-11.547213221062057
31209,-11.476924503165833
31211,-11.544170754140495
31212,-11.542741417038016
31213,-11.530598784798158
31214,-11.557015062501023
31216,-11.554112349199567
31218,-34.38462948320089
31219,-11.546333192253957
31220,-11.466499531658963
31221,-35.534606677578864
31222,13.69131627929699
31223,-13.434228232635233
31224,-11.587100708627364
31225,-11.554722051984188
31226,-11.47186862128927
31227,-11.541193219921663
31228,-11.56143372450931
31229,-11.503829686907022
31230,-21.931684410800912
31231,-11.537031866951146
31233,-11.526864671142935
31234,-11.541735316157556
31235,-11.560124623483258
31236,-15.816332864752823
31237,-11.50297095054092
31238,-11.5321076592533
31239,-11.310180747498414
31240,-24.384810632327458
31241,-11.56480260722245
31242,-11.556458135080634
31243,-23.84575979873494
31246,28.600462762470578
31247,-11.54217173443399
31248,-11.541809811807905
31249,-11.547527590833274
31250,-11.564727303159293
31251,-11.504637734183111
31252,-11.010047038628414
31253,-11.525827045454363
31254,-11.41264384716466
31255,-11.529543848706167
31256,-11.526327193867905
31257,-11.547948969566335
31258,-11.544452129138682
31259,-11.548383336800892
31260,-11.548155106954704
31261,-11.506333589256082
31262,17.21347867189195
31263,-11.470266781633498
31264,-11.529290604617604
31265,-11.548490925548085
31266,-11.500686347136472
31267,-11.54885602231528
31268,-11.550342098260133
31269,-11.508820335970665
31270,-11.294961911681973
31271,-11.360939070527646
31272,-11.548842232772047
31273,-6.783822108618951
31274,-1.1226966959172116
31275,-11.491445703501029
31276,-11.358128874109395
31278,0.518974416721107
31280,-1.306661415070339
31281,-11.519121684951797
31282,-11.29512085368342
31283,-35.19984571368864
31284,-11.518259546639543
31286,-11.538618885390465
31287,-11.557387597091946
31288,-11.548088484470188
31289,-11.52195457164833
31291,-11.534642792421165
31292,-11.556028429306535
31293,-11.539519003853616
31294,-11.51214056583599
31295,-28.685507089357
31296,-11.527467375006049
31297,21.89008471291149
31298,-11.554680623273226
31299,-11.524676826823118
31300,-30.83281553196825
31301,-11.563940840718422
31302,-11.565520493960495
31303,69.02941565103103
31305,-11.51158531405316
31307,-32.33468917808988
31308,-11.492521583982203
31309,-11.534790078044416
31310,-11.53455296809971
31311,46.36791816334946
31312,-12.238173244086461
31313,-11.556294362264753
31314,-11.577210141358325
31315,-7.6651781271214405
31316,-11.442732704921712
31317,-11.558073862441397
31318,-11.459064275913235
31319,-11.492439666973414
31320,-11.572741397310145
31321,-11.488964440702187
31322,-11.547901304658303
31323,-11.522290573299854
31324,-11.52679470560525
31325,-11.525874895476843
31326,-11.481846410767247
31327,-11.535072401803227
31328,-11.563524191692442
31329,-11.532787548914333
31330,-37.74005081231366
31332,-11.51073034101403
31333,-11.526732765902024
31334,33.52122809324259
31335,0.5970065926910842
31336,-11.53611646785749
31337,1.694333191445106
31338,-11.48948483099247
31339,-11.521266963110085
31340,-11.533630770106928
31341,-4.427679193757813
31342,52.74321428393529
31343,-11.530059257757786
31344,-4.009580100597948
31345,-11.548467143482851
31346,-11.540421257642587
31347,-11.507876622360333
31348,-41.55399591541777
31349,-11.519686479014162
31351,-11.488801877748838
31352,-11.537714116741071
31353,-4.07193434063235
31354,-11.461048604735593
31355,-11.546879431829081
31357,-11.551599775376285
31358,-11.576656719792846
31360,9.720116943959406
31362,-11.51789534332958
31363,-11.546924508685018
31364,-11.549819311771653
31365,-11.502568526144545
31366,169.3584139424364
31367,-11.567967165800763
31368,-11.531126134496562
31369,-9.221778637652156
31370,-11.50881627120361
31371,-11.351731672061966
31372,-11.326607551940507
31374,-11.537259095618465
31375,-33.88679560110957
31377,436.36043710388833
31378,351.0298083197461
31379,-31.686128477345786
31380,-11.496498038641715
31381,-11.539142883943981
31382,-11.576624646590437
31383,-11.559526081742918
31384,-11.545759538844868
31385,-11.540274610345817
31386,-14.754915842771762
31388,-11.543897865211845
31389,-11.531061507365857
31390,-11.54364221449379
31391,-11.534117819852748
31392,-11.538995952422596
31393,-11.492995053189174
31394,110.93473882632792
31395,-11.488751480231349
31396,-23.458196665659386
31397,-11.53065814252044
31398,-11.354095324398008
31399,-11.54129163906187
31400,-11.548152756497599
31401,-33.510612943453324
31402,-11.519948006351827
31403,-11.549098761295319
31405,-11.508504011688643
31406,-19.16422193889332
31407,-11.510002677702962
31408,59.79361348685102
31409,-11.493839393721084
31410,-11.523389212614827
31413,-12.230949703409339
31414,-19.80328308356919
31415,-11.541537318869091
31416,-11.380614085873557
31417,-11.522059920475561
31419,-7.546848766111433
31420,-11.56004422683793
31421,20.779095426278523
31424,-11.540016790804271
31425,-33.918900709562436
31426,-11.527247068363325
31427,-11.533430668645158
31428,-11.480225749097979
31429,-15.173878163395218
31430,-11.55292422910809
31431,-36.436632395260055
31432,-11.546300909193778
31433,-11.53711276584191
31434,-4.327610994000817
31435,-11.359638386776373
31436,-11.547127503838635
31437,-11.535018346130562
31438,-8.383099707238555
31441,-11.147278181955679
31442,-11.447653249436645
31443,-10.801758554524072
31444,-11.495530761084261
31445,-11.545623489327486
31446,-11.524189153979597
31447,-11.54819329018455
31448,-11.325013917114301
31449,-11.54847506126725
31452,-11.546685453448813
31453,-11.53984372411332
31454,-11.528932115925368
31455,-11.555738078774057
31456,-11.535072498100325
31457,-11.534571296572096
31458,-11.47371807908283
31460,-11.546312984969715
31461,-11.540854279539147
31463,-11.519185908163516
31464,-11.55905301162484
31466,-11.528554041133317
31468,-11.530411051643789
31469,-34.93212923764505
31471,-10.848104600936235
31472,-11.510361488550103
31473,-13.573445327331427
31474,78.94794131600634
31475,-11.538326041755909
31476,1.7270363747667123
31477,-11.53743986532265
31478,-11.551054061712295
31479,-11.535942850876424
31480,-11.536094080624439
31481,-11.530025585405479
31482,19.747614760695097
31483,-11.551700775345955
31484,-11.488902613561494
31485,-11.540633325987983
31486,-11.544509079118408
31487,-11.54589208708029
31488,-11.516096663878404
