,PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19
vitals_dbp_coeff,-0.002244953841824741,0.02644584028105225,-0.013982673675270315,-0.0025737417686806548,-0.0015770555789812362,-0.01706278040426121,0.003982955770889553,0.022054554031764047,0.0854512822890685,-0.002394088725967898,0.08151594684729141,-0.05057149548118743,0.00290517074621266,0.008154042701274117,-0.03177564577788204,0.010436350533362955,0.040935010607834325,-0.035404054902285126,0.043054310737070896,0.06395080287195835
vitals_acuity,-0.10613838907277283,0.031781583678194,-0.01849740869576995,0.0012770165521034608,0.015786750956831123,-0.044982546518201195,0.019321033687015404,0.04481475834734127,0.1366104874713453,-0.006225680617959994,0.020453698260164906,-0.057483579328424864,0.016542792950532834,-0.004587940971018174,-0.001226640665563482,0.004724577238309079,0.011889328173282544,-0.002210409829359357,0.08547064702897728,-0.004469860194615979
labvalues_absolute_basophil_count_first,-0.006254244512714762,-0.0043707421694342006,0.002460469633598018,-0.003154165683848474,-0.003293594443116413,0.02015174285919487,-0.0017482816858587853,0.002898070888249141,-0.021386307589617518,0.004579909882328032,-0.015327077518448943,0.0290272402521818,0.019320900772015655,-0.08427753687883166,-0.04117718504492173,-0.02523853157302653,-0.07273963041075845,-0.03334400090137391,-0.0408149983610308,-0.005434780126076409
labvalues_absolute_basophil_count_rate_change,0.0019723017054578615,0.007839812040256246,-0.013876482645270548,0.19342044976376238,-0.0037678668198860513,0.007639734986319029,-0.0005698499922806768,0.0004974590565390455,-0.006614795982019029,-0.03367350112744258,0.007246097108801277,-0.00808660784328211,-0.05761253170039165,-0.024401876650693304,0.008207862423569506,0.11355169393424691,-0.03490237535595906,-0.028785149570288528,0.027887174944366832,0.005424011590665968
labvalues_absolute_eosinophil_count_first,-0.013322348261688556,0.0068049054705307255,0.017904378942561045,-0.001184922618864283,0.00329458180032803,0.021732637902894293,-0.018667366891763463,0.003935899805693699,-0.021029935093312208,-0.002745548573135608,-0.07534087854954466,0.043809844027420296,0.07294906701420475,-0.18895636622973583,-0.07643045038563837,-0.030721653955945418,-0.10361379702382492,-0.033249877869835284,-0.051646920057357035,0.0003380734265348221
labvalues_absolute_eosinophil_count_rate_change,0.0037886254623215473,0.0032848393768881838,-0.007753496067693644,0.09895025808138867,-0.001962651184575577,0.005456817192572826,-0.006209527264058552,-0.0016941148116853873,-0.0016614005290191494,-0.05027447343101584,0.0027596259957875314,-0.012444174039729541,-0.05907293315175863,-0.013529636037400452,-0.03706619785113004,-0.06496244181157995,0.048431335337935706,0.04743937615331629,-0.008016263240150652,0.021406748924341083
labvalues_absolute_lymphocyte_count_first,-0.023254357205337552,-0.006952880186653658,-0.009957582881322665,-0.004538851719209269,-0.020892841452468572,0.03703527519242325,0.007538942537943651,0.024119136334407827,-0.049018509508429994,0.002316147951419094,-0.023735997973203457,0.04943776321896579,0.04948642849546793,-0.14690664610074622,-0.11815130309861396,0.014644544927631157,0.0038624510577628685,0.01833018231014316,-0.00787526345971254,-0.05605986961615031
labvalues_absolute_lymphocyte_count_rate_change,0.0047122092674295535,0.011168599239567844,-0.021396547787998856,0.271465670604547,-0.0031279493767826655,0.011115420276469062,0.001315139712546893,0.0022241117755956953,-0.006928258051438438,0.030600270648526877,0.006260510776272301,0.012135064703632294,0.023090709200695253,0.022373822048689974,-0.030169865057342288,-0.0577050602191302,0.002916410395793022,0.0023617899122514697,0.007367720685240614,0.01199603906924265
labvalues_alanine_aminotransferase_(alt)_first,0.0339124210746524,-0.004102203535096957,0.020007650631695583,0.0028435560852090457,-0.03316017548018107,-0.008840181323045716,0.024989281093875187,-0.03854461633543927,-0.0432021148717229,0.0023976438296630324,0.11330755239370724,-0.138929418662098,0.03737429872968461,0.015172512054658442,0.03440149216558247,-0.039092424233790266,-0.13165162088333598,0.2926403745484224,0.2720375151562626,-0.17015563452971844
labvalues_alanine_aminotransferase_(alt)_rate_change,-0.0005692132104127231,0.007109289328818906,-0.011943583468795807,0.1301855276570917,0.0011976090639838112,0.006250616758003916,0.0035095847322730994,0.005697137100383796,0.009963863775802762,0.4091297869616664,-0.015128419179163978,-0.025328474261009665,-0.06662837221915896,-0.03271437589646127,-0.02899794806929337,-0.0385098144872746,0.011920153060552769,0.014143936735198941,-0.004018123103043101,-0.007107039570615204
labvalues_albumin_first,-0.10695515519298236,-0.03328854568710094,-0.04798816997731885,-0.009908716180777969,0.019664899941495204,0.06208739873441991,0.006807689559949719,0.06926564768816705,-0.044942245447193684,-0.0008595014070733513,0.04571882533292802,0.09983666197041387,-0.06104279974167355,0.08629892940131795,-0.05208419897424148,0.009105386628329083,-0.08918493584133477,-0.09126529268445098,-0.06067456797633285,0.015341373735143828
labvalues_albumin_rate_change,-0.0012830222493042346,0.009030836520425191,-0.012756078617943528,0.13752004099055187,0.0012168485544313175,0.0068573010016493375,0.0009668675349781334,0.0006643535370102441,0.014899526133505373,0.44575456130727803,-0.020625611438747766,-0.04845782320829323,-0.15674876651867486,-0.06730669962752875,-0.03579637023134318,-0.05757041765205171,0.026101208021564525,0.004308427334983129,-0.000520566097226171,-0.003257344486002856
labvalues_alkaline_phosphatase_first,0.05891413828885864,0.0021611964030869893,0.03188896319291625,0.004184953184508885,-0.031436471589903224,-0.0422970778539245,0.011766747477911794,-0.0609663660624444,0.027713530891586652,-0.006913733433692349,0.010133572960715133,-0.10034382357761436,0.030339116428162647,-0.014042091325769755,0.06549889497071125,-0.06559462919339483,-0.07219907051962864,0.14873739255783272,0.19331749502087778,-0.09816936870350321
labvalues_alkaline_phosphatase_rate_change,-0.0004926168184313033,0.007933870666101088,-0.010147132884502844,0.1226149137141944,0.00021282351985429178,0.006536141118566191,0.0006512166528429731,-0.0008900577035165186,0.013240627168638016,0.40084044731758645,-0.018705406816991423,-0.04910839014856169,-0.17739205071530087,-0.07566864620650214,-0.032844447498186685,-0.057986236733627156,0.024951990558939333,-0.016184649387902015,0.004912843209741592,0.001280782252414975
labvalues_asparate_aminotransferase_(ast)_first,0.04673476069609878,-0.0028706663338787727,0.02601012411721857,0.003085590874572544,-0.04031706967872891,-0.014127665657090588,0.02471206173166835,-0.045714880332606816,-0.045144897498435435,0.002706707199897394,0.1106028339618508,-0.1440283862942837,0.04251043941880168,0.003629354703516181,0.029788874672871873,-0.040737643847943976,-0.12422737900507087,0.29674111607018094,0.2846661462757425,-0.17494498952267923
labvalues_asparate_aminotransferase_(ast)_rate_change,-0.0006922342374308465,0.002349437321637348,-0.005236172895953947,0.050159037898257514,0.0013582009229606963,0.0023162296373273705,0.002754747918879994,0.00840507629901203,0.001527349405598414,0.15952861005569344,-0.0045502989904804315,0.007861782378151872,0.07195858412704835,0.027721857218810077,-0.012451518219237007,0.001372264666560845,-0.007384979026186914,0.04531860844361274,-0.011461865983895494,-0.012076177265476173
labvalues_basophils_first,-0.07332253899360189,0.011844936051145418,-0.017047420195175213,-0.006660093663025915,-0.0011770382069082185,0.04038093738395348,0.011199424463841324,0.05469966137539131,-0.034289383896280494,0.0001929773345672164,0.007930704795196123,0.1302044425430809,0.029270252802053517,-0.15822878770308146,-0.03904985656838285,-0.009372387102475772,-0.08986271816981051,0.017300565263347983,-0.018420822149950906,-0.018466615976009473
labvalues_basophils_rate_change,0.001227769051840405,-0.0003157256453813272,-0.002682967672215097,0.032758600377895505,-0.0009699053766605932,0.00028784801810013033,-0.0014283140213203753,-0.00018164977433749376,0.006262081675386771,-0.05312737638613371,-5.7659940255800057e-05,-0.009062996359636017,-0.03946948963308472,-0.014709788050531882,0.012163050461891754,0.07654737498332469,-0.006392813449462385,0.005416083516493061,0.017277096248562877,0.007174199579107184
labvalues_bicarbonate_first,-0.0545376284744388,0.015676525133562127,-0.011145486086521637,2.4474562004712245e-05,0.061391039724482566,0.0025356591218392553,0.015254015135481264,0.07761617870564931,0.06188738655632024,-0.006283891224050211,-0.01848686372280047,0.15256929054772703,-0.036024728645682895,-0.019074065731783576,0.0704932525977324,0.029951509142186455,0.063437361754923,0.03423497695314609,-0.040894371090516586,0.013176534229949402
labvalues_bicarbonate_rate_change,0.0037051632960405294,0.0022288727750903047,-0.0020059189903191715,0.08378684000401723,-0.0019845918683048694,0.004033007606680105,0.0008577394857568881,0.0015165042718265113,-0.0005209317078183427,0.09083640943849569,0.0011545825038067905,-0.006143695255631135,0.025398376409764077,0.010407077513172974,-0.012800562153865032,-0.053529736410159276,-0.021662964873065453,-0.03097564610354477,0.02703162852109061,0.029273481658182582
"labvalues_bilirubin,_total_first",0.04657431378299262,0.008610388745644713,0.021505533194452038,0.000489571538703958,-0.035398992756928656,-0.030601685737726425,0.023095339074177663,-0.04734655337818015,0.01065854504909685,-0.0014672512584352857,0.03139306240662394,-0.10025153808598544,0.029671055898180802,-0.012527560133561112,0.08749056134293817,-0.041898393454340876,-0.06807649900243597,0.19208266747353428,0.15500741623862033,-0.07286661088134187
"labvalues_bilirubin,_total_rate_change",0.0007739845900952794,0.001828582045748058,-0.0029833301085879413,0.011240118059154935,-0.0004443460252247684,0.0006516234976974146,-0.0009205271915784992,0.002466676062211568,-0.0023479907887091816,0.07297380144546166,-0.0025177333060266045,-0.0029833671467987964,0.011973339133949469,0.0029197122214150114,-0.0009031815647547555,0.012324152166010691,0.0023917827589872683,0.02150873377824191,-0.0025464559027282337,0.005799498121499048
"labvalues_calcium,_total_first",-0.04427165415543279,-0.015150362861526812,-0.008265572198644305,-0.004676731299842016,0.00390641464238989,0.025976026325189003,0.007007941510829793,0.04094363799378946,-0.013614101836568289,-0.014882501434534852,0.00569159697445071,0.07651793603803209,-0.05167875672705215,0.052652885031665035,-0.032851009670783804,-0.014964729489906205,-0.10605276919947043,-0.04885282354660922,0.006688652912458882,-0.017742796217720694
"labvalues_calcium,_total_rate_change",-0.001031892099114104,0.005487366778197036,-0.008640754595358766,0.12262690218058377,0.0006534433621908449,0.005137298105545679,0.006628869313673021,0.009105917105437296,0.011420417064768944,0.37191708391269884,-0.002558968612483204,-0.005859384923281832,0.025649997421755513,0.00877175239287425,-0.015184842870265865,-0.05990748465003736,-0.0024376032294149766,-0.021984376674702353,0.005024544915465336,0.0022888649319115174
labvalues_chloride_first,-0.05683589824724319,0.02193156894765157,-0.024542693904116494,0.00881801872624388,0.0048189594978966166,0.002048078335579669,0.024950022560467744,0.09084494443963881,-0.027563387951044467,0.010059455168929459,0.003906820569737851,0.10691036022658768,0.035115702245867714,-0.09167856842806867,-0.002000589437429782,0.11331705707847176,0.17056084118584933,0.193110889916885,-0.06068982764949741,0.11161250838356451
labvalues_chloride_rate_change,0.003114771687847453,-0.007000844947265331,0.011174705733910769,-0.15651985179212138,-0.002049002626856001,-0.006648226216637956,-0.008846918817010605,-0.023977992285186232,-0.008324505559375866,-0.1719659585238962,-0.018024595543437764,-0.06255557011417048,-0.26513402344402465,-0.10907590038386598,-0.016324814899341282,0.05187600391215112,-0.0009256743629479481,0.0014540526973658378,0.007794916863313949,0.009519409350020257
labvalues_creatinine_first,0.05838071662507704,0.01968110980321684,0.07715270684103893,0.0034415691554303103,0.012755609064830373,-0.047242418452001035,-0.08529453135703167,-0.121079218027417,-0.007537092261605329,-0.006288322892138814,-0.009713426858928339,-0.14268481208798292,0.09295230201929001,-0.09649035144276917,-0.05491487644344391,-0.09200198750760016,-0.23251491708696675,-0.18706190074839998,-0.05333598579164821,0.025216928272470043
labvalues_creatinine_rate_change,0.0017094317798654222,0.007243438783779591,-0.012464645292594768,0.16924004868819661,-0.0028963909760165475,0.007678857671390563,0.002579856676622314,0.00898446811094111,0.005518451426300864,0.03575336416378625,0.004285818514867086,0.024673302385464058,0.12599286954988315,0.04003408452006509,0.03527375879351386,0.07545885253867055,-0.0462959047928101,-0.021290489779743668,0.008268470941812017,-0.012895960860439063
labvalues_eosinophils_first,-0.0464635893721129,0.03313875312928147,0.013572787480175857,-0.0022096265861834426,0.022085828627431272,0.015773672459076633,-0.038542221257972735,0.018219525030269593,-0.00652233442071404,-0.008340350303545305,-0.06494699753996823,0.09921482616372006,0.09481518968871995,-0.2603125593757154,-0.0794762965311674,-0.013168295542816783,-0.09447661576086161,6.291784475143029e-05,-0.042470159129524815,-0.005452301283566627
labvalues_eosinophils_rate_change,0.0004885054186778684,-0.0018882095733603376,-0.0022095230411950935,-0.026938255068281423,0.0021839788759499615,-0.0005085152342866889,-0.005991994869399502,-0.004358750073694621,0.008238887766080586,-0.023235319554009638,-0.004685852783043559,-0.01811794720507435,-0.08737059359948614,-0.021799566061257606,-0.035236451599879114,-0.06553254409983784,0.058687497860320355,0.061028999810615256,-0.01665792981314563,0.02493129819197364
labvalues_glucose_first,0.058495243625557775,-0.02745073239142967,0.04073071643921849,-0.004223237987470097,-0.013538358650848565,0.0018429347714046282,-0.05628276283715276,-0.07630758353529585,-0.049773338140398304,-0.0013887380079051735,0.057196413869881266,-0.09631142888077109,-0.010030275094944474,0.05370999324560491,-0.1092292829697085,-0.04084893699818422,-0.1349636870278482,-0.09227855707460499,0.008872914611613011,0.012612183285408182
labvalues_glucose_rate_change,-0.009392678854460684,0.002386237112319758,-0.014992006802597048,0.07909530283244437,0.008843733560077628,0.003965265536462545,0.00996142016253576,0.01811081607665391,0.020112098217512992,0.09724385754489992,-0.021587787329164138,0.0549083203246567,0.14519388199966182,0.06442425427964693,0.032020882629776454,-0.028987239214331263,0.012658540527968762,-0.0038219892039751614,0.0005554076128106835,0.01651076461640903
labvalues_hematocrit_first,-0.09729545916053399,-0.07890822470041323,-0.0549508685453541,-0.025765166655041496,-0.0224504067698128,0.12640155755100793,0.11084164046063662,0.1421014782489566,-0.1486827778109378,0.020836445623837588,0.2278335103665938,0.13448221214632008,-0.13658691111777205,0.13362409788426147,0.04470517834716639,-0.035017357089626354,-0.20658347540119706,0.03722788914568861,0.014979502850634645,0.02940053254608446
labvalues_hematocrit_rate_change,0.005772764942935828,0.014889314388017456,-0.025079956889442406,0.34561667147308756,-0.007526205019681111,0.014304243508770364,-0.0043409279657382486,-0.005235560690465262,-0.005510043355532737,-0.19601429074621377,0.009310943989449929,-0.010529553166227433,-0.09059877745785062,-0.02618576011207339,-0.02096599563517103,-0.04872757539857367,0.01094405746654635,0.015405660847091336,-0.010318097291202435,-0.001444265226158426
labvalues_hemoglobin_first,-0.10581019955305496,-0.07491814240895223,-0.06530534878261907,-0.025453939931449593,-0.02321778958275316,0.12257854671297291,0.11600104320244937,0.13909297021465028,-0.1437766465729541,0.018537354197231064,0.22618358439564756,0.12963142365262484,-0.1396602950406231,0.1445714134040262,0.05184528733835323,-0.03712936346884913,-0.19790284205254152,0.03534821766526193,0.013677906996550316,0.02054163410731364
labvalues_hemoglobin_rate_change,0.013205316048083492,0.013376704365895335,-0.010787903494764349,0.261597893790691,-0.012174759217800016,0.006673328228220977,-0.0037571804277571753,-0.011299887602103965,-0.015416550392389962,-0.16960409985785954,0.015357683443422173,-0.017679572594689125,-0.06701571547182475,-0.024212196151796046,-0.04223516106097836,-0.0761741840043276,0.036756345333500536,0.03058728291311972,-0.017340231477294424,-0.004201833563971516
labvalues_inr(pt)_first,0.06771941680467955,0.018906652310022275,0.04327842354305363,0.006262774313603974,-0.000611734858970548,-0.016456796964909853,-0.035569408135458176,-0.07854456882031914,0.0019522993994687513,0.007271233571560221,0.002949888027648005,-0.08665043743469208,0.041590202112978175,-0.11247750216825816,0.29972278899441,0.042908569790338205,-0.01939193016099621,0.3084826449538827,-0.10587441183910917,-0.014865554175348777
labvalues_inr(pt)_rate_change,-0.0034257254369654184,-0.0056805621003802416,0.008114614583018272,-0.10852991634288775,0.002197061586651592,-0.0027199941249411814,0.004409806535396153,0.01431045348652786,-0.00023664684485159656,-0.046939044583447526,0.024195177490226434,0.03738008663424594,0.1143487471246758,0.08320074255477622,-0.15987320450648398,-0.5100575130924923,0.17913364959849187,0.11329393876105014,-0.04205480907630011,0.013869724969127912
labvalues_lactate_first,0.08483132932519667,-0.02898589938766901,0.032446788661602194,-0.013063430414651495,-0.07261190619588208,0.015390757279827924,0.010542652244889938,-0.011779154204079857,-0.10406525470127449,0.010043613144947384,0.11151557534591984,-0.07936421528710508,0.02003500965417937,0.0004039187904799411,-0.10610042660954695,-0.0030913154891127836,-0.06896862649384557,0.07557432676944166,0.0745102656679084,-0.030628811378881543
labvalues_lactate_rate_change,0.00028710806694165367,0.010708369342867225,-0.01404229400467338,0.20989711679441383,-0.005732681045081333,0.004965821988044347,0.0007541451487924759,-0.001058225975891534,0.003614482359455417,-0.112354351887904,0.0011655272599194715,-0.014942826333428787,-0.11236743416004275,-0.04311451074832348,-0.010159155330780207,-0.020032868264366288,0.0026762597591494697,-0.007387245180279593,-0.012730697514386411,-0.0068299029651085925
labvalues_lymphocytes_first,-0.10928881472531489,0.02437331636043052,-0.041343741453695494,-0.007644098637541211,-0.02840775247247492,0.048252895010919276,0.017882083795126718,0.08796044199284297,-0.06004169223579756,-0.00585040924454627,-0.036560263403421285,0.15529869889890743,0.09693409981587263,-0.30895811078901364,-0.16386731484616157,0.06083208327904505,0.025255330205249185,0.0690909779094158,0.029539581505212593,-0.061125004658994016
labvalues_lymphocytes_rate_change,0.003673102166398683,0.00863721294674748,-0.012713963427185997,0.1917028923740766,-0.005888087318548714,0.005058320708023919,-0.0038073664011976124,-0.008754714553508751,-0.0010706472594667264,-0.1686085324551201,0.006726027474171632,-0.0320089453988881,-0.18853693416064252,-0.0603885319143008,-0.062316253232124384,-0.18343378366995158,0.07589927731469327,0.05573393338083984,-0.04152318638154836,-0.006569486760895772
labvalues_magnesium_first,0.0014020505741136314,0.0175916867729309,0.040241934558273275,-0.0030943451711759272,-0.010673103152062569,0.005707634420522739,-0.00968088942072954,0.003037057016210885,-0.03572629440046025,-0.0024504498591428007,0.04629879836764842,-0.031309971373640874,0.006554907727538173,-0.019694671267877474,-0.02553122578947506,-0.05809281445694237,-0.19394033806128447,-0.09727562013863876,-0.018180790629106876,-0.04283992386072912
labvalues_magnesium_rate_change,0.0016779995729995134,0.0022164694496860514,-0.0023040553757782954,0.060250067769837864,-0.004495822758126103,-0.0003958214345182856,0.012336628522516886,0.020216373662396578,-0.012767607332132861,-0.12700435172471058,0.029798089026202946,0.09911372931126536,0.35918055678235905,0.1517797340228488,0.030360502329811148,0.07623978916778516,-0.08899031569604574,-0.04460866001694825,0.016846741046137613,0.016647130292305155
labvalues_neutrophils_first,0.09906230579121787,-0.02738330913332786,0.0303126371284847,0.006917970811604044,0.02246217235767248,-0.043306709772505246,-0.013481240143555907,-0.0794387720063736,0.053579294346336015,0.00673854061976468,0.0602582723412371,-0.15750627078952428,-0.11416204477907915,0.3464944338814448,0.1624496209940964,-0.048202938138643465,-0.006963616889681801,-0.06719912151571968,-0.02520290801676725,0.05351785909350219
labvalues_neutrophils_rate_change,0.0002438933462562576,-0.0027799766022654007,0.008142444411926408,-0.055517449722322205,-0.002022106595114388,0.0002545545959677893,0.007811383477615953,0.01519561797072467,-0.01743613768052595,-0.13933031661329223,0.026032330429155627,0.07364273805753507,0.27454469120963865,0.10578670967388758,0.03865275851909329,0.11524030953007267,-0.08679565265191315,-0.05205707783945096,0.021840003210867185,0.010024003954056166
labvalues_pt_first,0.06796513224103425,0.01867793348051179,0.043589507989291516,0.00643490638571565,-0.0015109799598360223,-0.016143024246304174,-0.03525795306486647,-0.07939893216651826,0.0014976119037381182,0.007242978706052101,0.0020497072738413853,-0.08774397138343064,0.041710170360765665,-0.11253448968651508,0.2991609944735451,0.04327832652884316,-0.020238361542428775,0.30782613410206977,-0.10462938834150781,-0.01458656538728959
labvalues_pt_rate_change,-0.003362480333937281,-0.005652753496810037,0.008113512249162656,-0.1116881508159063,0.002478177212784557,-0.002837075669787764,0.004429808383769247,0.014381770143312083,-0.00023606997762984125,-0.04413415960705024,0.02429395813341142,0.03597110018106142,0.11312608848227526,0.08256046739895172,-0.16071069882261388,-0.510515164611465,0.1787888896718623,0.11244015201950164,-0.04227473334080197,0.014240244778675928
labvalues_ptt_first,0.02866808444909731,0.012215158327111137,0.030442873961255293,0.0037005179505176333,0.00034722690901773485,0.005801098560015086,-0.001657726748815025,-0.035059733328466396,-0.03543392360163136,0.004112084018562084,0.020953402768455597,-0.03209395698323989,0.019342507293692714,-0.07777011255717889,0.15697334420226647,0.00870996863817464,-0.012568231910871263,0.1700325274690499,-0.07980122053676278,-0.024936997592943787
labvalues_ptt_rate_change,0.0012612117470728297,-0.0012830768532626163,0.006814309309566887,-0.045759091256883516,-0.001543942688783928,-0.0040785123481981425,0.003923551616925006,0.004490671237433885,-0.012101401543153284,0.018041378171068646,0.032424869109492035,0.01839541234974652,0.06979489675986299,0.03581996822160789,-0.09187398993183063,-0.22737529758226888,0.09496111432974945,0.06058940600137636,-0.04065036457210757,-0.00191030904844737
labvalues_phosphate_first,0.04476653108609919,0.02148559561125443,0.07081160364528827,-0.0037246478767487606,-0.03590837024814025,0.006325105720427109,-0.03338568335279295,-0.06113163052204577,-0.053530453395103685,0.00041690111071699564,0.05772202835678968,-0.1380470903797895,0.06066364023815964,-0.07825011268863977,-0.09545093489536115,-0.06619661552258885,-0.2289398340413673,-0.1337005684763115,0.0025021665801078547,-0.056686850610284605
labvalues_phosphate_rate_change,0.0005956424680698527,0.006687819325467111,-0.015235006219819535,0.17638563857698492,-0.001628061664415732,0.006521447791789903,0.011521440950864133,0.019008458309091952,-0.007364251340291587,0.08557413638414274,0.015796256778955794,0.08158909113939977,0.3168048915383168,0.1434260661437778,0.0024976895397454167,-0.03348078738927872,-0.04726609948542321,-0.01614292607829831,0.008859888805167105,0.009957492987910762
labvalues_platelet_count_first,0.006675842332393765,-0.029535241114859626,-0.023881837853862886,-0.007993307927766117,-0.035413908136700464,0.025396306161778397,-0.018262746052299217,-0.0045853432185559515,0.028115567650392588,0.005182395728741847,-0.040547468318190144,-0.02673440697974576,-0.0011083692024337877,0.017070801814984396,-0.05098718683344796,-0.003481237253896218,-0.00013846626237978298,-0.09254783252633274,-0.0017286169742546976,-0.0471326530139571
labvalues_platelet_count_rate_change,0.004977126420134896,0.01179945037748615,-0.017221271982993707,0.25503714005436856,-0.0031373456938185024,0.013308094326048672,-0.0008547212219562161,-0.0021772699230104397,-0.005792996077046248,-0.16389844753810554,0.011239435735199848,-0.0036561069981663617,-0.05868132022618357,-0.015431819485776242,-0.025472807648400684,-0.07072147815395158,0.012564210846989138,0.017284695487368332,-0.008392167108985408,0.0020990834872535134
labvalues_potassium_first,0.04382821238225388,0.007012025073938339,0.060470995394774095,-0.010214955301789013,0.006772484480072557,-0.003113590459927434,-0.050116236402723835,-0.05822367080062953,-0.04792583849775443,-0.0025884954143768,0.009335080060380049,-0.09630760862932809,-0.011435296610334522,-0.031278843786221484,-0.044442569238936684,-0.10019286744556542,-0.21358355947650529,-0.1632943550906669,0.021556741349416916,-0.019624506907083894
labvalues_potassium_rate_change,-0.002112298828240051,0.008208066884805793,-0.014314064388490474,0.13460516007811005,0.00019174094820094891,0.0052710876910913316,0.005942438836638768,0.022606487487476134,0.008737910134242653,0.0745880842365357,0.011337646865121105,0.07096368165420007,0.29411976582626065,0.12429492553734925,0.0285629817247947,0.0023355614064037526,0.01651130351755542,0.039260403093122155,-0.03293238962860335,-0.028035582083189244
labvalues_rdw_first,0.10926979720208399,0.022241027749882656,0.07261288331456625,0.007729938862098875,-0.0008032693833090447,-0.056900165290178814,-0.06303484054936097,-0.09745266781704576,0.08809610576065031,-0.0029495873880610547,-0.10012085439754712,-0.07323074088231474,0.09124349620489301,-0.1344822030909073,0.040594480234340445,-0.01314475469753361,0.03571507712670892,0.020334131003368696,0.0057605505725717675,0.028714188370822572
labvalues_rdw_rate_change,-0.0012450391659186426,0.0005641615920918766,-0.0015340405256701484,0.006419303676823864,0.0018200148936597098,0.0025045933465184414,-0.0007673953521600173,0.004718726434409374,0.008877937641273204,0.0024702527591280816,0.0036175661141540252,0.017062567308093593,0.06513838229114173,0.0334819157390987,-0.03905766132352727,-0.08630463638662397,0.02310481839488771,0.025111704075877317,-0.027557897795809434,-0.006637551984525197
labvalues_red_blood_cells_first,-0.10450590612732892,-0.08245145755318868,-0.06756108205515732,-0.024177604189900087,-0.028423979400690573,0.11988895820599191,0.10282088821389616,0.13713432398413036,-0.13381532727194767,0.0183289625383024,0.20008640547234688,0.11050335650738365,-0.118284251218134,0.1116199063863539,0.028880133229965216,-0.028911910413558645,-0.19203721648682243,0.027938319318871967,0.017047852975516135,0.04420159288762152
labvalues_red_blood_cells_rate_change,0.00622901347845191,0.014676036265567816,-0.024541554239195396,0.3443890218292866,-0.007808954159140517,0.014054689258037047,-0.004694915158661987,-0.005437589577801446,-0.00674488035150408,-0.19867261186026844,0.009743429107813692,-0.011748744811947322,-0.09584298303096998,-0.028261534023630134,-0.023109392763855187,-0.056252441185598794,0.014235380385409427,0.01730548260897137,-0.010709303202634727,-0.0013764027191935494
labvalues_sodium_first,-0.05884736936215933,-0.009892566986970166,-0.014222469423207403,0.00794368804752333,0.009322821156091106,0.02800017299377086,0.03810853353844359,0.10842578027015361,-0.03503817553045742,0.006872881686882951,0.010655311675282692,0.14720820854414912,0.017581651659782302,-0.06883905289492977,-0.0017222622556877596,0.11955753574738928,0.12632110038226826,0.18905368023722768,-0.06954509174613445,0.13287482741607343
labvalues_sodium_rate_change,0.003951188156418002,-0.006385328902121935,0.013328297201011696,-0.1206741445398258,-0.001411010677149393,-0.006784324635044292,-0.007323767613754254,-0.02298630016567232,-0.004463700927170733,-0.07335172377671616,-0.018196589615722663,-0.07659992626392143,-0.2915444697606137,-0.12016577627164214,-0.026807994605791852,-0.0017435130234131988,-0.02139591546090954,-0.03516564471970276,0.039910648859976,0.037984885642959355
labvalues_troponin_t_first,0.033613534292947306,0.005723291110868939,0.028094165208163827,-0.00035387771457350725,-0.01737994310829891,-0.002822716070825139,0.0030808781063117042,-0.004393509284374974,-0.04096445619181886,-0.004149295584218229,0.03722181600411883,-0.031195102870569265,0.018678782941077356,-0.016987289972249648,-0.01652335073396287,-0.02539537641293686,-0.01937242274815397,-0.033338138782915,-0.0028901367917831297,-0.03606202918054401
labvalues_troponin_t_rate_change,0.0011974327095038955,0.00046156699912440447,0.001739393924173792,0.014610667873546253,-0.0031250990131928644,0.00121840974097957,0.004547101925871181,0.007227836408954009,-0.007431404435370343,0.009185754034820255,0.010058885097144879,0.013531015996009069,0.05519537992949791,0.030909419104942402,-0.011055505617213078,-0.019671711652419963,-0.0020856511237724996,0.0019916299850301113,-0.005161047604002365,-0.00011355674009761314
labvalues_urea_nitrogen_first,0.10106098135988119,0.04827398761722776,0.11080740900968342,0.004582181682508562,0.02008092146578106,-0.051838652425784865,-0.09121172648467801,-0.11710875317359783,-0.00043975784506086475,-0.002483789455596605,-0.020690271843878647,-0.13381871212690297,0.06389229238310319,-0.04519000286157866,-0.01097516512492531,-0.08737037342515344,-0.2037913264819031,-0.14527285348517582,-0.07044988150343522,0.027424225200006216
labvalues_urea_nitrogen_rate_change,0.0043221992682002655,0.01050772432395989,-0.01888602683452795,0.25868643120788576,-0.005170881479097392,0.011225072757240767,0.0028379332906943878,0.006288061207920249,-0.009673037856119638,0.012128069418278282,0.012265695281922073,0.022842837152279163,0.09324416113152514,0.030628054022188347,0.03957875208863485,0.13740900160044547,-0.06217894582223496,-0.04335219669960541,0.025075857727423736,-0.01357705521153172
